outcome,deck1,deck2,level_1,level_2,hitpoint_1,elixir_1,hitpoint_2,elixir_2
False,"['Ice Wizard', 'Princess', 'Witch', 'Valkyrie', 'Hog Rider', 'Minion Horde', 'Arrows', 'Zap']","['Hog Rider', 'The Log', 'Musketeer', 'Bowler', 'Ice Spirit', 'Magic Archer', 'Bandit', 'Tesla']","[6, 6, 9, 12, 12, 14, 14, 14]","[12, 6, 12, 7, 14, 6, 6, 14]","[0.0, 0.0, 696.0, 2190.0, 1864.0, 305.0, 0.0, 0.0]",29.0,"[1864.0, 0.0, 792.0, 1320.0, 305.0, 0.0, 0.0, 1525.0]",27.0
True,"['Ice Wizard', 'Princess', 'Witch', 'Valkyrie', 'Hog Rider', 'Minion Horde', 'Arrows', 'Zap']","['The Log', 'Skeleton Army', 'Hog Rider', 'Inferno Tower', 'Minion Horde', 'Princess', 'Zap', 'Goblin Barrel']","[6, 6, 9, 12, 12, 14, 14, 14]","[6, 9, 12, 12, 14, 6, 14, 9]","[0.0, 0.0, 696.0, 2190.0, 1864.0, 305.0, 0.0, 0.0]",29.0,"[0.0, 67.0, 1864.0, 1922.0, 305.0, 0.0, 0.0, 167.0]",27.0
True,"['Ice Wizard', 'Princess', 'Witch', 'Valkyrie', 'Hog Rider', 'Minion Horde', 'Arrows', 'Zap']","['Lumberjack', 'Dark Prince', 'Baby Dragon', 'Electro Wizard', 'Skeleton Army', 'Mini P.E.K.K.A', 'Arrows', 'X-Bow']","[6, 6, 9, 12, 12, 14, 14, 14]","[6, 9, 9, 6, 9, 12, 14, 9]","[0.0, 0.0, 696.0, 2190.0, 1864.0, 305.0, 0.0, 0.0]",29.0,"[0.0, 199.0, 1064.0, 0.0, 67.0, 1495.0, 0.0, 1383.0]",32.0
False,"['Balloon', 'Musketeer', 'Skeleton Army', 'Bats', 'The Log', 'Baby Dragon', 'Miner', 'Knight']","['Bandit', 'Wizard', 'Electro Wizard', 'Skeleton Army', 'Valkyrie', 'P.E.K.K.A', 'Rage', 'Arrows']","[9, 12, 9, 14, 6, 9, 6, 14]","[6, 12, 5, 9, 12, 9, 9, 13]","[1396.0, 792.0, 67.0, 108.0, 0.0, 1064.0, 0.0, 2210.0]",26.0,"[0.0, 792.0, 0.0, 67.0, 2190.0, 3125.0, 0.0, 0.0]",31.0
False,"['Balloon', 'Musketeer', 'Skeleton Army', 'Bats', 'The Log', 'Baby Dragon', 'Miner', 'Knight']","['Ice Spirit', 'Barbarian Barrel', 'The Log', 'Skeleton Barrel', 'Mortar', 'Knight', 'Giant Snowball', 'Musketeer']","[9, 12, 9, 14, 6, 9, 6, 14]","[14, 7, 6, 10, 13, 13, 10, 11]","[1396.0, 792.0, 67.0, 108.0, 0.0, 1064.0, 0.0, 2210.0]",26.0,"[305.0, 0.0, 0.0, 699.0, 1776.0, 2014.0, 0.0, 720.0]",21.0
False,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Princess', 'Witch', 'Valkyrie', 'Zap', 'Bomber', 'Archers', 'Royal Giant', 'Bats']","[13, 12, 13, 9, 3, 8, 12, 5]","[6, 9, 12, 13, 13, 13, 13, 13]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[0.0, 696.0, 2190.0, 0.0, 580.0, 367.0, 3708.0, 98.0]",28.0
True,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Elite Barbarians', 'Zap', 'Freeze', 'Electro Wizard', 'Cannon Cart', 'Bandit', 'Zappies', 'Guards']","[13, 12, 13, 9, 3, 8, 12, 5]","[14, 14, 7, 5, 9, 4, 10, 6]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[1552.0, 0.0, 79.0, 0.0, 742.0, 0.0, 482.0, 150.0]",31.0
True,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Minion Horde', 'Golem', 'Royal Hogs', 'Wizard', 'Lightning', 'Witch', 'Inferno Dragon', 'Prince']","[13, 12, 13, 9, 3, 8, 12, 5]","[14, 7, 10, 11, 7, 8, 5, 7]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[305.0, 3520.0, 762.0, 720.0, 0.0, 634.0, 0.0, 1336.0]",43.0
True,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Minions', 'Clone', 'Giant Skeleton', 'Arrows', 'Mirror', 'Ram Rider', 'Witch', 'Valkyrie']","[13, 12, 13, 9, 3, 8, 12, 5]","[12, 6, 8, 12, 7, 4, 7, 10]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[252.0, 0.0, 2541.0, 0.0, 0.0, 0.0, 576.0, 1814.0]",29.0
False,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Mega Knight', 'Ram Rider', 'Lightning', 'Inferno Dragon', 'Rage', 'Dark Prince', 'Minions', 'P.E.K.K.A']","[13, 12, 13, 9, 3, 8, 12, 5]","[6, 3, 6, 2, 6, 6, 12, 6]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 150.0, 252.0, 2350.0]",38.0
True,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Hog Rider', 'Fireball', 'Inferno Tower', 'Musketeer', 'Zap', 'Bomber', 'Skeletons', 'Ram Rider']","[13, 12, 13, 9, 3, 8, 12, 5]","[10, 10, 10, 10, 12, 12, 12, 5]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[1544.0, 627.0, 1592.0, 656.0, 0.0, 528.0, 89.0, 0.0]",28.0
False,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Mega Knight', 'Lumberjack', 'Electro Wizard', 'Inferno Dragon', 'Bandit', 'Balloon', 'Wizard', 'Mini P.E.K.K.A']","[13, 12, 13, 9, 3, 8, 12, 5]","[5, 3, 3, 3, 3, 8, 11, 10]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1270.0, 720.0, 1239.0]",36.0
True,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Tesla', 'Knight', 'Bomber', 'Electro Wizard', 'Musketeer', 'Witch', 'Hog Rider', 'Rage']","[13, 12, 13, 9, 3, 8, 12, 5]","[12, 13, 14, 3, 11, 8, 11, 6]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[1264.0, 2014.0, 637.0, 0.0, 720.0, 634.0, 1696.0, 0.0]",29.0
False,"['Bats', 'Dart Goblin', 'Cannon', 'Goblin Barrel', 'The Log', 'Skeleton Army', 'Valkyrie', 'Magic Archer']","['Poison', 'Baby Dragon', 'Tornado', 'Mega Minion', 'Golem', 'Night Witch', 'Tombstone', 'Lumberjack']","[13, 12, 13, 9, 3, 8, 12, 5]","[9, 9, 8, 12, 9, 6, 12, 6]","[98.0, 286.0, 1081.0, 167.0, 0.0, 61.0, 2190.0, 0.0]",24.0,"[600.0, 1064.0, 0.0, 920.0, 4256.0, 0.0, 558.0, 0.0]",33.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Goblin Barrel', 'Prince', 'Musketeer', 'Goblin Hut', 'Witch', 'Valkyrie', 'Minion Horde', 'Skeleton Army']","[8, 5, 12, 14, 7, 12, 14, 11]","[7, 8, 11, 11, 7, 11, 13, 7]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[139.0, 1470.0, 720.0, 1558.0, 576.0, 1992.0, 278.0, 56.0]",34.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Hog Rider', 'Witch', 'Lumberjack', 'P.E.K.K.A', 'Arrows', 'Bats', 'Bandit', 'Mega Knight']","[8, 5, 12, 14, 7, 12, 14, 11]","[11, 8, 5, 9, 11, 12, 4, 6]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[1696.0, 634.0, 0.0, 3125.0, 0.0, 89.0, 0.0, 0.0]",35.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Mega Knight', 'Witch', 'Goblin Barrel', 'Bomb Tower', 'Valkyrie', 'The Log', 'Arrows', 'Archers']","[8, 5, 12, 14, 7, 12, 14, 11]","[6, 8, 7, 9, 12, 3, 12, 12]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[0.0, 634.0, 139.0, 1126.0, 2190.0, 0.0, 0.0, 334.0]",31.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Witch', 'Executioner', 'Minion Horde', 'Minions', 'Fireball', 'Giant', 'Elixir Golem', 'Princess']","[8, 5, 12, 14, 7, 12, 14, 11]","[7, 8, 14, 12, 9, 9, 9, 4]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[576.0, 873.0, 305.0, 252.0, 572.0, 3275.0, 1408.0, 0.0]",33.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Skeleton Army', 'Hog Rider', 'Magic Archer', 'Princess', 'Tombstone', 'Electro Wizard', 'Zap', 'Valkyrie']","[8, 5, 12, 14, 7, 12, 14, 11]","[8, 12, 5, 4, 10, 4, 13, 10]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[61.0, 1864.0, 0.0, 0.0, 462.0, 0.0, 0.0, 1814.0]",27.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Witch', 'Valkyrie', 'Skeleton Army', 'Bomber', 'Hog Rider', 'Bats', 'Mega Knight', 'Zap']","[8, 5, 12, 14, 7, 12, 14, 11]","[8, 10, 8, 13, 10, 12, 6, 13]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[634.0, 1814.0, 61.0, 580.0, 1544.0, 89.0, 0.0, 0.0]",30.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Miner', 'Royal Hogs', 'Baby Dragon', 'Mega Knight', 'Fireball', 'Knight', 'Witch', 'Arrows']","[8, 5, 12, 14, 7, 12, 14, 11]","[5, 11, 9, 5, 12, 14, 8, 13]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[0.0, 837.0, 1064.0, 0.0, 757.0, 2210.0, 634.0, 0.0]",34.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Arrows', 'Hog Rider', 'Valkyrie', 'Inferno Tower', 'Wizard', 'Goblin Hut', 'Mega Knight', 'Witch']","[8, 5, 12, 14, 7, 12, 14, 11]","[13, 9, 12, 8, 12, 10, 5, 9]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[0.0, 1408.0, 2190.0, 1320.0, 792.0, 1418.0, 0.0, 696.0]",38.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Fireball', 'Valkyrie', 'Royal Hogs', 'Clone', 'Witch', 'Skeleton Army', 'Dark Prince', 'Wizard']","[8, 5, 12, 14, 7, 12, 14, 11]","[12, 12, 12, 9, 9, 8, 9, 12]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[757.0, 2190.0, 920.0, nan, 696.0, 61.0, 199.0, 792.0]",33.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Valkyrie', 'Elite Barbarians', 'Fireball', 'Hog Rider', 'Inferno Dragon', 'Witch', 'Zap', 'Elixir Golem']","[8, 5, 12, 13, 7, 12, 14, 11]","[12, 14, 12, 12, 6, 8, 14, 12]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[2190.0, 1552.0, 757.0, 1864.0, 0.0, 634.0, 0.0, 1864.0]",32.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Mega Knight', 'Witch', 'Baby Dragon', 'Mini P.E.K.K.A', 'Royal Ghost', 'Bomber', 'Zap', 'Hog Rider']","[8, 5, 12, 13, 7, 12, 14, 11]","[4, 9, 7, 10, 3, 14, 13, 10]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[0.0, 696.0, 880.0, 1239.0, 0.0, 637.0, 0.0, 1544.0]",32.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Ice Golem', 'Mini P.E.K.K.A', 'Executioner', 'The Log', 'Knight', 'Minions', 'Hog Rider', 'Mega Knight']","[8, 5, 12, 13, 7, 12, 14, 11]","[9, 10, 7, 4, 14, 12, 12, 5]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[994.0, 1239.0, 794.0, 0.0, 2210.0, 252.0, 1864.0, 0.0]",30.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['P.E.K.K.A', 'Hog Rider', 'Electro Wizard', 'Balloon', 'Fireball', 'Wizard', 'Zap', 'Valkyrie']","[8, 5, 12, 13, 7, 12, 14, 11]","[9, 11, 5, 8, 11, 11, 13, 11]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[3125.0, 1696.0, 0.0, 1270.0, 689.0, 720.0, 0.0, 1992.0]",35.0
False,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Minion Horde', 'Witch', 'The Log', 'Arrows', 'Valkyrie', 'Wizard', 'Electro Wizard', 'Mega Knight']","[8, 5, 12, 13, 7, 12, 14, 11]","[14, 9, 4, 14, 12, 11, 5, 5]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[305.0, 696.0, 0.0, 0.0, 2190.0, 720.0, 0.0, 0.0]",35.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Inferno Tower', 'Fireball', 'Bats', 'Zap', 'Goblin Barrel', 'Wizard', 'Valkyrie', 'Ram Rider']","[8, 5, 12, 13, 7, 12, 14, 11]","[12, 11, 14, 14, 9, 12, 11, 6]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[1922.0, 689.0, 108.0, 0.0, 167.0, 792.0, 1992.0, 0.0]",30.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Knight', 'Valkyrie', 'Hog Rider', 'Spear Goblins', 'Fireball', 'Minion Horde', 'Baby Dragon', 'Royal Giant']","[8, 5, 12, 13, 7, 12, 14, 11]","[14, 12, 11, 14, 12, 14, 9, 14]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[2210.0, 2190.0, 1696.0, 176.0, 757.0, 305.0, 1064.0, 4068.0]",32.0
True,"['Witch', 'The Log', 'Hog Rider', 'Zap', 'Skeleton Army', 'Tesla', 'Knight', 'Fireball']","['Miner', 'Mega Knight', 'The Log', 'Electro Wizard', 'Valkyrie', 'Mega Minion', 'Tesla', 'Arrows']","[8, 5, 12, 13, 7, 12, 14, 11]","[5, 4, 4, 5, 12, 12, 14, 14]","[634.0, 0.0, 1864.0, 0.0, 56.0, 1264.0, 2210.0, 689.0]",27.0,"[0.0, 0.0, 0.0, 0.0, 2190.0, 920.0, 1525.0, 0.0]",30.0
True,"['Ice Golem', 'Hog Rider', 'Musketeer', 'Fireball', 'Ice Spirit', 'Skeletons', 'The Log', 'Cannon']","['Hog Rider', 'Valkyrie', 'Minion Horde', 'Witch', 'Wizard', 'Freeze', 'Fireball', 'Barbarians']","[10, 11, 10, 10, 13, 13, 6, 13]","[12, 11, 14, 9, 12, 8, 10, 13]","[1090.0, 1696.0, 656.0, 627.0, 278.0, 98.0, 0.0, 1081.0]",21.0,"[1864.0, 1992.0, 305.0, 696.0, 792.0, 87.0, 627.0, 809.0]",36.0
False,"['Ice Golem', 'Hog Rider', 'Musketeer', 'Fireball', 'Ice Spirit', 'Skeletons', 'The Log', 'Cannon']","['Skeleton Barrel', 'Goblin Barrel', 'Knight', 'Skeleton Army', 'Princess', 'Dart Goblin', 'Inferno Tower', 'The Log']","[10, 11, 10, 10, 13, 13, 6, 13]","[11, 6, 11, 6, 3, 11, 9, 3]","[1090.0, 1696.0, 656.0, 627.0, 278.0, 98.0, 0.0, 1081.0]",21.0,"[768.0, 126.0, 1669.0, 51.0, 0.0, 260.0, 1452.0, 0.0]",25.0
True,"['Ice Golem', 'Hog Rider', 'Musketeer', 'Fireball', 'Ice Spirit', 'Skeletons', 'The Log', 'Cannon']","['Miner', 'Fireball', 'Hog Rider', 'Musketeer', 'Mini P.E.K.K.A', 'Knight', 'Zap', 'The Log']","[10, 11, 10, 10, 13, 13, 6, 13]","[6, 12, 12, 12, 12, 14, 14, 6]","[1090.0, 1696.0, 656.0, 627.0, 278.0, 98.0, 0.0, 1081.0]",21.0,"[0.0, 757.0, 1864.0, 792.0, 1495.0, 2210.0, 0.0, 0.0]",26.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Mega Minion', 'Wizard', 'Valkyrie', 'Zap', 'Tornado', 'Giant', 'Balloon', 'Guards']","[5, 4, 5, 4, 4, 4, 12, 12]","[11, 12, 11, 14, 9, 11, 9, 8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[837.0, 792.0, 1992.0, 0.0, 0.0, 3945.0, 1396.0, 181.0]",30.0
True,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Witch', 'Ram Rider', 'Goblin Hut', 'Arrows', 'Sparky', 'Valkyrie', 'Fireball', 'Poison']","[5, 4, 5, 4, 4, 4, 12, 12]","[7, 5, 10, 13, 4, 10, 10, 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[576.0, 0.0, 1418.0, 0.0, 0.0, 1814.0, 627.0, 496.0]",36.0
True,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Balloon', 'Princess', 'Musketeer', 'Witch', 'Baby Dragon', 'Prince', 'Inferno Tower', 'Skeleton Army']","[5, 4, 5, 4, 4, 4, 12, 12]","[9, 5, 12, 8, 8, 8, 11, 9]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[1396.0, 0.0, 792.0, 634.0, 968.0, 1470.0, 1749.0, 67.0]",34.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Witch', 'Valkyrie', 'Knight', 'Elite Barbarians', 'P.E.K.K.A', 'The Log', 'Wizard', 'Electro Wizard']","[5, 4, 5, 4, 4, 4, 12, 12]","[9, 12, 14, 14, 8, 3, 10, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[696.0, 2190.0, 2210.0, 1552.0, 2843.0, 0.0, 656.0, 0.0]",36.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Witch', 'Valkyrie', 'Miner', 'Wizard', 'Zap', 'Hog Rider', 'Fireball', 'Mega Knight']","[5, 4, 5, 4, 4, 4, 12, 12]","[9, 12, 5, 12, 14, 12, 12, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[696.0, 2190.0, 0.0, 792.0, 0.0, 1864.0, 757.0, 0.0]",34.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Sparky', 'P.E.K.K.A', 'Zap', 'Electro Wizard', 'Fireball', 'Tesla', 'The Log', 'Dart Goblin']","[5, 4, 5, 4, 4, 4, 12, 12]","[3, 9, 11, 4, 9, 14, 4, 10]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[0.0, 3125.0, 0.0, 0.0, 572.0, 1525.0, 0.0, 237.0]",32.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Cannon Cart', 'The Log', 'Miner', 'Royal Recruits', 'Inferno Tower', 'Hunter', 'Fireball', 'Wall Breakers']","[5, 4, 5, 4, 4, 4, 12, 12]","[9, 5, 4, 14, 9, 8, 12, 8]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[742.0, 0.0, 0.0, 318.0, 1452.0, 634.0, 757.0, 250.0]",32.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['P.E.K.K.A', 'Rocket', 'Wizard', 'Barbarians', 'Rage', 'Royal Ghost', 'Witch', 'Magic Archer']","[5, 4, 5, 4, 4, 4, 12, 12]","[9, 12, 12, 14, 7, 5, 9, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[3125.0, 0.0, 792.0, 888.0, 0.0, 0.0, 696.0, 0.0]",37.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Elite Barbarians', 'Skeleton Army', 'Zap', 'Ram Rider', 'Inferno Dragon', 'The Log', 'Dart Goblin', 'Musketeer']","[5, 4, 5, 4, 4, 4, 12, 12]","[14, 7, 12, 5, 4, 4, 10, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[1552.0, 56.0, 0.0, 0.0, 0.0, 0.0, 237.0, 720.0]",29.0
True,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Witch', 'Bandit', 'Mega Knight', 'Ram Rider', 'The Log', 'Arrows', 'Inferno Tower', 'Fireball']","[5, 4, 5, 4, 4, 4, 12, 12]","[9, 4, 6, 4, 5, 14, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[696.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1922.0, 757.0]",34.0
True,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Hog Rider', 'Lumberjack', 'The Log', 'Knight', 'Elite Barbarians', 'Mega Minion', 'Zap', 'Electro Wizard']","[5, 4, 5, 4, 4, 4, 12, 12]","[11, 4, 4, 13, 13, 10, 13, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[1696.0, 0.0, 0.0, 2014.0, 1415.0, 762.0, 0.0, 0.0]",28.0
False,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['P.E.K.K.A', 'Tesla', 'Hog Rider', 'Wizard', 'Arrows', 'The Log', 'Valkyrie', 'Goblin Barrel']","[5, 4, 5, 4, 4, 4, 12, 12]","[9, 12, 12, 12, 12, 3, 12, 9]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[3125.0, 1264.0, 1864.0, 792.0, 0.0, 0.0, 2190.0, 167.0]",32.0
True,"['Mega Knight', 'Electro Wizard', 'Inferno Dragon', 'Fisherman', 'Royal Ghost', 'The Log', 'Wizard', 'Hog Rider']","['Ice Spirit', 'Skeletons', 'Archers', 'Tesla', 'Ice Golem', 'Fireball', 'X-Bow', 'The Log']","[5, 4, 5, 4, 4, 4, 12, 12]","[13, 13, 12, 12, 10, 10, 9, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 792.0, 1864.0]",32.0,"[278.0, 98.0, 334.0, 1264.0, 1090.0, 627.0, 1383.0, 0.0]",23.0
False,"['Wizard', 'Princess', 'P.E.K.K.A', 'Goblin Gang', 'Ice Spirit', 'Tesla', 'Goblin Barrel', 'Zap']","['Elite Barbarians', 'Mini P.E.K.K.A', 'Prince', 'Mega Knight', 'Knight', 'Wizard', 'Minion Horde', 'Dark Prince']","[12, 4, 9, 14, 14, 14, 8, 14]","[14, 12, 9, 6, 14, 12, 14, 9]","[792.0, 0.0, 3125.0, 384.0, 305.0, 1525.0, 152.0, 0.0]",28.0,"[1552.0, 1495.0, 1615.0, 0.0, 2210.0, 792.0, 305.0, 199.0]",39.0
False,"['Balloon', 'Zap', 'Valkyrie', 'Magic Archer', 'Executioner', 'Sparky', 'Baby Dragon', 'Skeleton Army']","['Balloon', 'Dart Goblin', 'Valkyrie', 'Tombstone', 'Arrows', 'Mega Knight', 'Inferno Dragon', 'Lumberjack']","[9, 14, 12, 6, 9, 6, 9, 8]","[9, 12, 11, 9, 13, 5, 4, 3]","[1396.0, 0.0, 2190.0, 0.0, 960.0, 0.0, 1064.0, 61.0]",33.0,"[1396.0, 286.0, 1992.0, 422.0, 0.0, 0.0, 0.0, 0.0]",33.0
True,"['Prince', 'Dark Prince', 'Skeleton Army', 'Mega Knight', 'Electro Wizard', 'The Log', 'Inferno Dragon', 'Zap']","['Baby Dragon', 'Princess', 'Magic Archer', 'Elite Barbarians', 'Valkyrie', 'Witch', 'Mega Knight', 'The Log']","[9, 8, 7, 6, 4, 3, 4, 14]","[7, 4, 4, 11, 10, 7, 4, 2]","[1615.0, 181.0, 56.0, 0.0, 0.0, 0.0, 0.0, 0.0]",31.0,"[880.0, 0.0, 0.0, 1172.0, 1814.0, 576.0, 0.0, 0.0]",35.0
